id,name,type,parent_id,,
1623,Integration by partial fractions,topic,1553,,
1624,Trignometry Integral basics,topic,1553,,
1625,Trignometric Integrals Advanced,topic,1553,,
1627,Fundamentals of Definite Integration,topic,1626,,
1628,Properties Of Definite Integration,topic,1626,,
1629,Definite Integration of odd and even functions,topic,1626,,
1630,Definite Integration of Periodic Functions,topic,1626,,
1631,Leivnitz's Rule and Reduction Formula,topic,1626,,
1632,Definite Integration Inequalities,topic,1626,,
1637,Rational Expressions,topic,1528,,
1638,ACT Math/English Assessment/Review - 1,topic,2060,,
1639,ACT Math/English Assessment/Review - 2,topic,2060,,
1640,ACT Math/English Assessment/Review - 3,topic,2060,,
1641,ACT Math/English Assessment/Review - 4,topic,2060,,
1642,ACT Math/English Assessment/Review - 5,topic,2060,,
1643,ACT Math/English Assessment/Review - 6,topic,2060,,
1644,ACT Math/English Assessment/Review - 7,topic,2060,,
1645,ACT Math/English Assessment/Review - 8,topic,2060,,
1646,ACT Math/English Assessment/Review - Final,topic,2060,,
1648,Subject SAT Physics - Waves & Optics - Assessment/Review,topic,2057,,
1649,Subject SAT Physics - Electricity & Magnetism - Assessment/Review,topic,2057,,
1650,Subject SAT Physics - Thermal Physics - Assessment/Review,topic,2057,,
1651,Application of Derivatives in Commerce and Economics,topic,1613,,
1653,Application of Integration-Area,topic,1652,,
1654,Application of Integration-Volume,topic,1652,,
1655,Application Of Integration-Arc Length,topic,1652,,
1656,Application of Integration- Improper Integrals and Comparision Test,topic,1652,,
1657,Definite Integral Application in Physics,topic,1652,,
1658,Application of Integration- Average value of function and others,topic,1652,,
1660,Setting Up Differential Equations,topic,1659,,
1661,Solving A First Order First Degree Differential Equations,topic,1659,,
1662,Homogeneous and Non-Homogeneous Differential Equation,topic,1659,,
1663,Linear Differential Equation & Equation Reducible To The Linear Form,topic,1659,,
1664,Application of Differential Equation,topic,1659,,
1665,Limits - Pre Assessment,topic,1669,,
1666,Limits - Post Assessment,topic,1669,,
1667,Limits - Problem Solving,topic,1669,,
1670,Differentiation Pre Assessment,topic,1669,,
1671,Differentiation Post Assessment,topic,1669,,
1672,Differentiation Problem Solving,topic,1669,,
1673,Application Of Derivative Pre Assessment,topic,1669,,
1674,Application Of Derivative Problem Solving,topic,1669,,
1675,Application Of Derivative Post Assessment,topic,1669,,
1676,Integration Pre Assessment,topic,1669,,
1677,Integration Problem Solving,topic,1669,,
1678,Integration Post Assessment,topic,1669,,
1679,Application Of Integration Pre Assessment,topic,1669,,
1680,Application Of Integration Problem Solving,topic,1669,,
1681,Application Of Integration Post Assessment,topic,1669,,
1682,Differential Equations Pre Assessment,topic,1669,,
1683,Differential Equations Problem Solving,topic,1669,,
1684,Differential Equations Post Assessment,topic,1669,,
1685,Differential Calculus Pre Assessment,topic,1669,,
1686,Differential Calculus Problem Solving,topic,1669,,
1687,Differential Calculus Post Assessment,topic,1669,,
1688,Integral Calculus Pre Assessment,topic,1669,,
1689,Integral Calculus Problem Solving,topic,1669,,
1690,Integral Calculus Post Assessment,topic,1669,,
1691,Advanced Calculus Pre Assessment,topic,1669,,
1692,Advanced Calculus Problem Solving,topic,1669,,
1693,Advanced Calculus Post Assessment,topic,1669,,
1694,Calculus Pre Assessment,topic,1669,,
1695,Calculus Problem Solving,topic,1669,,
1696,Calculus Post Assessment,topic,1669,,
1697,Differentiation Pre Assessment,topic,1669,,
1698,Differentiation Post Assessment,topic,1669,,
1699,Differentiation Problem Solving,topic,1669,,
1700,Application Of Derivative Pre Assessment,topic,1669,,
1701,Application Of Derivative Problem Solving,topic,1669,,
1702,Application Of Derivative Post Assessment,topic,1669,,
1703,Integration Pre Assessment,topic,1669,,
1704,Integration Problem Solving,topic,1669,,
1705,Integration Post Assessment,topic,1669,,
1706,Application Of Integration Pre Assessment,topic,1669,,
1707,Application Of Integration Problem Solving,topic,1669,,
1708,Application Of Integration Post Assessment,topic,1669,,
1709,Differential Equations Pre Assessment,topic,1669,,
1710,Differential Equations Problem Solving,topic,1669,,
1711,Differential Equations Post Assessment,topic,1669,,
1712,Differential Calculus Pre Assessment,topic,1669,,
1713,Differential Calculus Problem Solving,topic,1669,,
1714,Differential Calculus Post Assessment,topic,1669,,
1715,Integral Calculus Pre Assessment,topic,1669,,
1716,Integral Calculus Problem Solving,topic,1669,,
1717,Integral Calculus Post Assessment,topic,1669,,
1718,Advanced Calculus Pre Assessment,topic,1669,,
1719,Advanced Calculus Problem Solving,topic,1669,,
1720,Advanced Calculus Post Assessment,topic,1669,,
1721,Calculus Pre Assessment,topic,1669,,
1722,Calculus Problem Solving,topic,1669,,
1723,Calculus Post Assessment,topic,1669,,
1724,Parametric Equation Calculus,topic,1668,,
1725,Inverse Trigonometric Calculus,topic,1668,,
1726,Hyperbolic Function Calculus,topic,1668,,
1727,Inverse Hyperbolic Function Calculus,topic,1668,,
1730,SAT Math Level -2 : Number And Operations - Additional Topics Review,topic,1747,,
1731,SAT Chemistry Assessment/Review - 4,topic,2093,,
1732,SAT Chemistry Assessment/Review - 3,topic,2093,,
1733,SAT Chemistry Assessment/Review - 2,topic,2093,,
1734,SAT Chemistry Assessment/Review - 1,topic,2093,,
1736,SAT Chemistry: Block-4 - Test/Review,topic,2058,,
1737,SAT Chemistry: Full Test/Review,topic,2058,,
1738,SAT Chemistry: Block-3 - Test/Review,topic,2058,,
1739,SAT Chemistry: Block-2 - Test/Review,topic,2058,,
1740,SAT Chemistry: Block-1 - Test/Review,topic,2058,,
1742,SAT Chemistry: Fundamentals - Review,topic,2058,,
1743,"SAT Chemistry: Solids, Liquids & Gases - Review",topic,2058,,
1744,SAT Chemistry: Chemical Reactions - Review,topic,2058,,
1745,SAT Chemistry: Stoichiometry - Review,topic,2058,,
1746,SAT Chemistry: Solutions - Review,topic,2058,,
1748,SAT Math Level 2 Assessment/Review - 1,topic,2093,,
1749,SAT Math Level 2 Assessment/Review - 2,topic,2093,,
1750,SAT Math Level 2 Assessment/Review - 3,topic,2093,,
1751,SAT Math Level 2 Assessment/Review - 4,topic,2093,,
1752,SAT Math Level 2 Assessment/Review - 5,topic,2093,,
1753,SAT Math Level 2 Assessment/Review - 6,topic,2093,,
1754,SAT Math Level 2 Assessment/Review - 7,topic,2093,,
1755,SAT Math Level 2 Assessment/Review - 8,topic,2093,,
1756,SAT Math Level 2 Diagnostic Test/Review,topic,2093,,
1757,SAT Math Level -2 Exam Overview,topic,1747,,
1758,SAT Math Level -2 : Number And Operations - Pre-assessment/Review,topic,1747,,
1759,SAT Math Level -2 : Algebra and Functions - Pre-assessment/Review,topic,1747,,
1760,SAT Math Level -2 : Geometry and Measurment - Pre-assessment/Review,topic,1747,,
1761,"SAT Math Level -2 : Data Analysis, Statistics and Probability - Pre-assessment/Review",topic,1747,,
1762,"SAT Math Level -2 : Data Analysis, Statistics and Probability - Post-assessment/Review",topic,1747,,
1763,SAT Math Level -2 : Number and Operations - Post-assessment/Review,topic,1747,,
1764,SAT Math Level -2 : Geometry and Measurment - Post-assessment/Review,topic,1747,,
1765,SAT Math Level -2 : Algebra and Functions - Post-assessment/Review,topic,1747,,
1766,Special/Invented Operations On Real Numbers,topic,1440,,
1767,Exponents Review,topic,1511,,
1768,Periodic Functions,topic,1453,,
1769,"Surface Area & Volume - Prism, Pyramid and Sphere",topic,1566,,
1775,Quadrilaterals - Area And Perimeter,topic,1773,,
1777,Mental Math - Advanced,topic,1741,,
1778,Mental Math - Intermediate,topic,1735,,
1779,Mental Math - Basic,topic,1729,,
1781,Probability From Venn Diagrams & Tables,topic,1780,,
1782,Probability Of Dependent & Independent Events,topic,1780,,
1783,Compound & Conditional Probability,topic,1780,,
1784,Bernoulli Trials & Binomial Distribution,topic,1780,,
1785,Bayes's Theorem,topic,1780,,
1786,Experimental Probability,topic,1780,,
1788,Fundamental Principle Of Counting & Factorial Notation,topic,1787,,
1789,Permutations,topic,1787,,
1790,Combination,topic,1787,,
1791,Circular Permutation,topic,1787,,
1792,Division & Distribution,topic,1787,,
1793,Principle of Inclusion & Exclusion,topic,1787,,
1795,Probability Distribution,topic,1794,,
1796,Computation Of Probability By Binomial Distribution,topic,1794,,
1797,Computation Of Probability By Standard Normal Distribution,topic,1794,,
1798,Poisson Probability Distribution,topic,1794,,
1799,Geometric Probability Distribution,topic,1794,,
1800,Exponential Distribution,topic,1794,,
1801,Multinomial Distribution,topic,1794,,
1802,Discrete Random Variables,topic,1794,,
1803,Continuous Random Variables,topic,1794,,
1805,Graphical Representation of Data,topic,1804,,
1806,Frequency Table and Bar Graph,topic,1804,,
1807,Histogram & Frequency Polygon,topic,1804,,
1808,"Distance Forumla, Mid Point Formula And Section Formula",topic,1770,,
1809,"Lines, Angles and Triangles Pre Assessment",topic,1216,,
1810,"Line Graphs, Scatter Plots & Line Of Best Fit",topic,1804,,
1811,Steam & Leaf Plots,topic,1804,,
1812,Box & Whisker Plots,topic,1804,,
1814,"Measure of Central Tendency (Mean, Median & Mode)",topic,1813,,
1815,"Measure of Dispersion (Range, Deviation, Variation)",topic,1813,,
1816,Normal Distribution,topic,1813,,
1817,Probability Distribution,topic,1813,,
1819,Interval Estimates,topic,1818,,
1820,Hypothesis Testing,topic,1818,,
1821,Regression & Correlation,topic,1818,,
1823,"Gathering Data, Planning & Conducting Surveys",topic,1822,,
1824,Sampling Methods,topic,1822,,
1830,Quadrilaterals And Properties,topic,1773,,
1831,Area Of Parallelogram Theorems,topic,1773,,
1832,Loci,topic,1772,,
1833,"Arc Length And Area Of Sectors, Segments",topic,1451,,
1834,Sources of Energy,topic,12,,
1835,Math Exam Review - 5th Grade - CBSE,topic,1828,,
1836,Reading - Business,topic,2019,,
1837,Math Exam Review - 9th Grade - ICSE,topic,1828,,
1838,Physics Exam Review - CBSE,topic,1855,,
1839,Math Exam Review - 7th Grade - ICSE,topic,1828,,
1840,Math Exam Review - 6th Grade - ICSE,topic,1828,,
1841,Math Exam Review - 5th Grade - ICSE,topic,1828,,
1842,Math Exam Review - 11th Grade - CBSE,topic,1828,,
1843,Science Exam Review - CBSE,topic,1855,,
1844,Chemistry Exam Review - CBSE,topic,1855,,
1845,The world of Physical Science,topic,211,,
1846,Physical Science : Technology,topic,211,,
1847,Physical Science : Scientific Investigation,topic,211,,
1848,Physical Science : Science Skills,topic,211,,
1849,Biology Exam Review - CBSE,topic,1855,,
1850,Math Exam Review - CBSE,topic,1828,,
1851,Elements of Electronics,topic,2089,,
1852,Mensuration: Similar Figures,topic,1566,,
1853,Problem Solving-Area And Perimeter,topic,1566,,
1854,Area And Perimeter,topic,1566,,
1856,"Lines, Angles and Triangles Post Assessment",topic,1216,,
1857,Coordinate Geometry Problem Solving,topic,1216,,
1858,Transformations Pre Assessment,topic,1216,,
1859,Introduction & Equations Of Parabola,topic,1774,,
1860,Different Centres Of A Triangle,topic,1770,,
1861,"Lines, Angles and Triangles Problem Solving",topic,1216,,
1862,Constructions Pre Assessment,topic,1216,,
1863,Trigonometry In 3D Shapes,topic,1454,,
1864,Coordinate Geometry- Parabola,topic,1774,,
1865,Transformations Post Assessment,topic,1216,,
1866,Arithmetic Series,topic,2045,,
1867,Coordinate Geometry- Circles,topic,1770,,
1868,Binomial Series,topic,2045,,
1869,Transformations Problem Solving,topic,1216,,
1870,Circles Pre Assessment,topic,1216,,
1871,Constructions Post Assessment,topic,1216,,
1872,Conic Sections Post Assessment,topic,1216,,
1873,Operations On Series,topic,2045,,
1874,Coordinate Geometry- Ellipse,topic,1774,,
1875,Types Of Series,topic,2045,,
1876,Circles Post Assessment,topic,1216,,
1877,Constructions Problem Solving,topic,1216,,
1878,Conic Sections Problem Solving,topic,1216,,
1879,Polygons Pre Assessment,topic,1216,,
1880,Circles Problem Solving,topic,1216,,
1881,Alternating Series,topic,2045,,
1882,Coordinate Geometry- Hyperbola,topic,1774,,
1883,Geometry Pre Assessment,topic,1216,,
1884,Power Series,topic,2045,,
1885,Coordinate Geometry Pre Assessment,topic,1216,,
1886,Polygons Post Assessment,topic,1216,,
1887,Root Test,topic,2045,,
1888,Introduction & Equations Of Ellipse,topic,1774,,
1889,Coordinate Geometry Post Assessment,topic,1216,,
1890,Taylor Series,topic,2045,,
1891,Convergence Test,topic,2045,,
1892,Conic Sections Pre Assessment,topic,1216,,
1893,Geometry Post Assessment,topic,1216,,
1894,Polar Coordinates And Function,topic,2046,,
1895,Parametric Equations And Function,topic,2046,,
1896,Science Exam Review - IGCSE,topic,1855,,
1897,Introduction & Equations Of Hyperbola,topic,1774,,
1898,Hyperbolic Functions,topic,2046,,
1899,Inverse Hyperbolic Functions,topic,2046,,
1900,History Exam Review - CBSE,topic,1855,,
1901,History Exam Review - ICSE,topic,1855,,
1902,History Exam Review - IGCSE,topic,1855,,
1903,History Exam Review - IB PYP,topic,1855,,
1904,History Exam Review - IB MYP,topic,1855,,
1905,Geography Exam Review - ISC,topic,1855,,
1906,Geography Exam Review - IB DP,topic,1855,,
1907,Chemistry Exam Review - IGCSE,topic,1855,,
1908,Geography Exam Review - IB MYP,topic,1855,,
1909,Geography Exam Review - IB PYP,topic,1855,,
1910,Geography Exam Review - IGCSE,topic,1855,,
1911,Geography Exam Review - ICSE,topic,1855,,
1912,Physics Exam Review - IGCSE,topic,1855,,
1913,Geography Exam Review - CBSE,topic,1855,,
1914,Geometry Problem Solving,topic,1216,,
1915,Biology Exam Review -IGCSE,topic,1855,,
1917,English Exam Review - CBSE,topic,1916,,
1918,Physical Science : State Change,topic,15,,
1919,Physical Science : Modern Atomic Theory,topic,267,,
1920,Physical Science : Behavior of Gases,topic,15,,
1921,Physical Science : History of the Atom,topic,267,,
1922,Physical Science : States of Matter Overview,topic,15,,
1923,"SAT Chemistry: Atom, Molecules, Ions - Review",topic,2058,,
1924,SAT Chemistry : Matter - Review,topic,2058,,
1925,Modern Physics Pre Assessment,topic,119,,
1926,Modern Physics Post Assessment,topic,119,,
1927,Modern Physics Problem Solving,topic,119,,
1928,Electricity & Magnetism Pre Assessment,topic,117,,
1929,The Ideal Gas Law,topic,115,,
1930,Thermal Expansion,topic,115,,
1931,Measurement of Heat,topic,115,,
1932,"Heat Transfer : Conduction, Convection & Radiation",topic,115,,
1933,The Kinetic Theory of Gas,topic,115,,
1934,Heat & Temperature,topic,115,,
1935,Modern Physics Review,topic,119,,
1936,Math Exam Review - IGCSE,topic,1828,,
1937,Electricity & Magnetism Problem Solving (Level 1),topic,117,,
1938,Subject SAT Physics - Modern Physics - Review,topic,2057,,
1939,Electricity & Magnetism Post Assessment,topic,117,,
1940,English Exam Review - IGCSE,topic,1916,,
1941,Math Exam Review - SSC,topic,1828,,
1942,Math Exam Review - ISC,topic,1828,,
1943,Math Exam Review - ICSE,topic,1828,,
1944,Math Exam Review - AS Level,topic,1828,,
1945,Math Exam Review - A Level,topic,1828,,
1946,Math Exam Review - IB PYP,topic,1828,,
1947,Math Exam Review - IB MYP,topic,1828,,
1948,Math Exam Review - IB DP,topic,1828,,
1949,Science Exam Review - ISC,topic,1855,,
1950,Science Exam Review - ICSE,topic,1855,,
1951,Science Exam Review - AS Level,topic,1855,,
1952,Science Exam Review - A Level,topic,1855,,
1953,Science Exam Review - IB PYP,topic,1855,,
1954,Science Exam Review - IB MYP,topic,1855,,
1955,Science Exam Review - IB DP,topic,1855,,
1956,Science Exam Review - SSC,topic,1855,,
1957,Physics Exam Review - AS Level,topic,1855,,
1958,Physics Exam Review - A Level,topic,1855,,
1959,Physics Exam Review - IB DP,topic,1855,,
1960,Physics Exam Review - IB PYP,topic,1855,,
1961,Physics Exam Review - IB MYP,topic,1855,,
1962,Chemistry Exam Review - ICSE,topic,1855,,
1963,Chemistry Exam Review - SSC,topic,1855,,
1964,Chemistry Exam Review - AS Level,topic,1855,,
1965,Chemistry Exam Review - A Level,topic,1855,,
1966,Chemistry Exam Review - IB PYP,topic,1855,,
1967,Chemistry Exam Review - IB MYP,topic,1855,,
1968,Chemistry Exam Review - IB DP,topic,1855,,
1969,Biology Exam Review - ISC,topic,1855,,
1970,Biology Exam Review - ICSE,topic,1855,,
1971,Biology Exam Review - AS Level,topic,1855,,
1972,Biology Exam Review - A Level,topic,1855,,
1973,Biology Exam Review - IB DP,topic,1855,,
1974,Biology Exam Review - IB MYP,topic,1855,,
1975,Biology Exam Review - IB PYP,topic,1855,,
1976,English Exam Review - ISC,topic,1916,,
1977,English Exam Review - ICSE,topic,1916,,
1978,English Exam Review - SSC,topic,1916,,
1979,English Exam Review - AS Level,topic,1916,,
1980,English Exam Review - A Level,topic,1916,,
1981,English Exam Review - IB DP,topic,1916,,
1982,English Exam Review - IB MYP,topic,1916,,
1983,English Exam Review - IB PYP,topic,1916,,
1984,Spanish Exam Review - IGCSE,topic,1916,,
1985,Chemistry Exam Review - ISC,topic,1855,,
1986,Physics Exam Review - SSC,topic,1855,,
1987,Spanish Exam Review - AS Level,topic,1916,,
1988,Spanish Exam Review - A Level,topic,1916,,
1989,Spanish Exam Review - IB PYP,topic,1916,,
1990,Spanish Exam Review - IB MYP,topic,1916,,
1991,Spanish Exam Review - IB DP,topic,1916,,
1992,Physics Exam Review - ISC,topic,1855,,
1993,Physics Exam Review - ICSE,topic,1855,,
1994,French Exam Review - IGCSE,topic,1916,,
1995,French Exam Review - AS Level,topic,1916,,
1996,French Exam Review - A Level,topic,1916,,
1997,French Exam Review -IB PYP,topic,1916,,
1998,French Exam Review - IB MYP,topic,1916,,
1999,French Exam Review - IB DP,topic,1916,,
2007,Free Body Diagrams - Problem Solving,topic,4,,
2008,"Pressure, Force and Density",topic,114,,
2009,Vectors in Physics,topic,4,,
2010,Reading - Literature,topic,2021,,
2012,Motion Graphs,topic,2011,,
2028,Grammar - Verb Tense Practice,topic,2027,,
2029,Grammar - Subject Verb Agreement,topic,2027,,
2030,Grammar - Verb Tense Agreement,topic,2027,,
2033,Grammar - Conjunctions,topic,2032,,
2036,Grammar - Transition Sentences,topic,2035,,
2037,Grammar - Parallel Structure,topic,2035,,
2038,Grammar - Complex And Compound Sentences,topic,2035,,
2039,Grammar - Modifiers,topic,2034,,
2040,Grammar - Independent And Dependent Clauses,topic,2035,,
2041,Grammar - Sentence Structure  - Things To Avoid,topic,2035,,
2042,Grammar - Adverb Clause,topic,2034,,
2044,Solving Trigonometric Equations,topic,2043,,
2048,Grammar - Pronouns,topic,2047,,
2049,Grammar - Antecedents,topic,2047,,
2051,Writing - Rhetoric - Transition,topic,2050,,
2052,Writing - Rhetoric - Precision,topic,2050,,
2053,Writing - Rhetoric - Concision,topic,2050,,
2054,Reading - Life Science,topic,2018,,
2055,Grammar - Identifying Subject And Verb,topic,2027,,
2059,Grammar - Active & Passive Voice,topic,2056,,
2063,Algebraic Expressions,topic,1446,,
2064,Linear Equations in One Variable,topic,2062,,
2067,Reading Strategy - Citing Textual Evidence,topic,2066,,
2068,Reading Strategy - Big Picture,topic,2088,,
2069,Reading Strategy - Text Structure And Purpose,topic,2081,,
2070,Reading Strategy - Reading Closely,topic,2088,,
2072,Reading Strategy - Analyzing Multiple Texts,topic,2071,,
2073,Grammar - Sentence Structure - Assessment/Review,topic,2035,,
2074,Grammar - Agreement Rules - Assessment/Review,topic,2056,,
2075,Writing - Rhetoric - Logical Sequence,topic,2050,,
2077,Reading Strategy - Inferences,topic,2076,,
2078,Reading - Science & Technology,topic,2017,,
2080,Reading Strategy - Analyzing Word Choice,topic,2079,,
2082,Reading Strategy - Perspective,topic,2076,,
2084,Reading Strategy - Analyzing Quantitative Information,topic,2083,,
2085,Writing - Rhetoric - Style and Tone,topic,2050,,
2086,Writing - Rhetoric - Sentence Function,topic,2050,,
2087,Reading Strategy - Words & Phrases In Context,topic,2079,,
2094,"Grammar - Plurals, Possessives, Oppositives",topic,2056,,
2095,Subject SAT Physics - Complete Syllabus - Practice,topic,2057,,
2096,SAT Physics Assessment/Review - 1,topic,2093,,
2097,SAT Physics Assessment/Review - 2,topic,2093,,
2098,SAT Physics Assessment/Review - 3,topic,2093,,
2099,SAT Physics Assessment/Review - 4,topic,2093,,
2102,Reading - Short And Long Sounds Of Vowels,topic,2101,,
2103,Atomic Structure Review,topic,267,,
2104,Circles - Fundamentals,topic,1451,,
2105,Electromagnetism Review,topic,117,,
2106,Magnetism Basics (Level 1),topic,117,,
2107,Electric Circuits (Level 1) Review - Resistors In Series And Parallel,topic,117,,
2108,The Basic Four Operations,topic,1440,,
2111,Basic Grammar - Hindi,topic,2110,,
2112,Distance & Displacement,topic,4,,
2117,Density,topic,114,,
2118,Moment of a force,topic,4,,
2123,"Atom,Elements And Molecules",topic,224,,
2124,Rename : Math Exam Review - IB MY,topic,280,,
2125,Math Exam Review - IB,topic,1828,,
2126,Math Exam Review - MYP,topic,1828,,
2127,Rename : Math Exam Review - IB MYP,topic,1828,,
2128,ISC Physics Syllabus Document,topic,2122,,
2131,CBSE Physics Syllabus Document For Grades 11 & 12,topic,2130,,
2134,TS Board Physics Syllabus Document For Grades 11 & 12 (effective From 2012-2013),topic,2133,,
2135,Soft Skills,topic,40,,
2139,"Grammar, Punctuation And Usage - Get It Right",topic,40,,
2140,Build Your Vocabulary,topic,40,,
2141,Learn To Comprehend,topic,40,,
2142,Public Speaking,topic,40,,
2143,Communication Skills - Where do you stand?,topic,40,,
2144,Forces - Review,topic,1571,,
2145,Static Electricity (Level 1),topic,117,,
2146,Current Electricity (Level 1),topic,117,,
2147,Electric Circuits (Level 1),topic,117,,
2148,Logic Gates (Level 1),topic,117,,
2149,Magnetic Effects Of Electric Current (Level 1),topic,117,,
2156,Civics : Municipal Corporations,topic,2155,,
2157,Characteristics Of Living Organisms,topic,1055,,
2158,Enzymes,topic,1055,,
2159,Plant Nutrition,topic,1055,,
2160,Animal Nutrition,topic,1055,,
2161,Transport In Plants,topic,1055,,
2162,Transport In Animals,topic,1055,,
2163,Gas Exchange And Respiration,topic,1055,,
2164,Reproduction In Plants,topic,1055,,
2167,What Are Life Processes?,topic,2166,,
2168,Nutrition,topic,2166,,
2169,Respiration In Plants & Respiration In Animals,topic,2166,,
2170,Transportation In Human Beings & Transportation In Plants,topic,2166,,
2171,Excretion In Plants & Excretion In Animals,topic,2166,,
2173,Central Nervous System In Humans,topic,2172,,
2174,Nervous And Muscular Coordination,topic,2172,,
2175,Chemical Coordination In Plants,topic,2172,,
2176,Chemical Coordination In Animals,topic,2172,,
2181,Asexual Reproduction,topic,2177,,
2182,Sexual Reproduction,topic,2177,,
2183,Sexual Reproduction In Plant,topic,2177,,
2184,Sexual Reproduction In Humans,topic,2177,,
2185,Sex Hormones In Humans,topic,2177,,
2186,Accumulation Of Variation During Reproduction,topic,2178,,
2187,Heredity,topic,2178,,
2188,Evolution and Speciation,topic,2178,,
2189,Eco-System and affects on Environment,topic,2179,,
2190,Sustainable Management of Natural Resources,topic,2180,,
2192,Introduction To Cells,topic,2191,,
2193,Ultra structure of cells,topic,2191,,
2194,Membrane structure,topic,2191,,
2195,The Origin Of Cells And Cell Division,topic,2191,,
2196,Membrane Transport,topic,2191,,
2199,Transport In Plants - Assessment,topic,2198,,
2200,Telugu Exam Review,topic,1916,,
2201,Molecules To Metabolism,topic,2197,,
2202,Water,topic,2197,,
2203,Carbohydrates And Lipids,topic,2197,,
2204,Proteins,topic,2197,,
2205,Enzymes,topic,2197,,
2206,Structure Of DNA And RNA,topic,2197,,
2207,"DNA Replication, Transcription And Translation",topic,2197,,
2208,Cell Respiration,topic,2197,,
2209,Photosynthesis,topic,2197,,
2211,Genes,topic,2210,,
2212,Chromosomes,topic,2210,,
2213,Meiosis,topic,2210,,
2214,Inheritance,topic,2210,,
2215,Genetic Modification And Biotechnology,topic,2210,,
2217,"Species, Communities And Ecosystems",topic,2216,,
2218,Energy Flow,topic,2216,,
2219,Carbon Cycling,topic,2216,,
2220,Climate Change,topic,2216,,
2222,Evidence For Evolution,topic,2221,,
2223,Natural Selection,topic,2221,,
2224,Classification Of Biodiversity,topic,2221,,
2225,Cladistics,topic,2221,,
2227,Digestion And Absorption,topic,2226,,
2228,The Blood System,topic,2226,,
2229,Defense Against Infectious Disease,topic,2226,,
2230,Gas Exchange,topic,2226,,
2231,Neurons And Synapses,topic,2226,,
2232,"Hormones, Homeostasis And Reproduction",topic,2226,,
2234,Microbiology: Organisms In Industry,topic,2233,,
2235,Biotechnology In Agriculture,topic,2233,,
2236,Environmental Protection,topic,2233,,
2238,Characteristics Of Living Organisms,topic,2237,,
2239,Concept And Use Of A Classification System,topic,2237,,
2240,Features Of Organisms,topic,2237,,
2241,Dichotomous Keys,topic,2237,,
2243,Cell Structure And Organisation,topic,2242,,
2244,Levels Of Organisation,topic,2242,,
2245,Size Of Specimens,topic,2242,,
2247,Diffusion,topic,2246,,
2248,Osmosis,topic,2246,,
2249,Active Transport,topic,2246,,
2251,Biological Molecules,topic,2250,,
2252,Proteins,topic,2250,,
2253,Structure Of DNA,topic,2250,,
2255,Enzymes,topic,2254,,
2257,Leaf Structure,topic,2256,,
2258,Mineral Requirements,topic,2256,,
2260,Diet,topic,2259,,
2261,Alimentary Canal,topic,2259,,
2262,Mechanical Digestion,topic,2259,,
2263,Chemical Digestion,topic,2259,,
2264,Absorption,topic,2259,,
2266,Diseases And Immunity,topic,2265,,
2268,Gas Exchange In Humans,topic,2267,,
2270,Respiration,topic,2269,,
2272,Excretion In Humans,topic,2271,,
2274,Nervous Control In Humans,topic,2273,,
2275,Sense Organs,topic,2273,,
2276,"Hormones In Humans, Homeostasis And Tropic Responses",topic,2273,,
2278,"Drugs, Medicinal Drugs And Misused Drugs",topic,2277,,
2279,Sexually Transmitted Infections (STIs),topic,2177,,
2280,Nutrient Cycles,topic,2179,,
2281,Genetic Engineering,topic,2210,,
2285,Binary systems and Hexadecimal,topic,2283,,
2286,Communication and Internet technologies,topic,2283,,
2287,Logic gates and logic circuits,topic,2283,,
2288,Operating Systems and Computer Architecture,topic,2283,,
2289,Input and output devices,topic,2283,,
2290,Memory and Data Storage,topic,2283,,
2291,High- and low-level languages,topic,2283,,
2292,Security and Ethics,topic,2283,,
2293,Problem-solving and design,topic,2284,,
2294,Pseudocode and flowcharts,topic,2284,,
2295,Programming concepts,topic,2284,,
2296,Data structures: arrays and using pre-release material,topic,2284,,
2297,Databases,topic,2284,,
